transaction_id,application_id,business_date,status,amount,currency,region,counterparty_id,product_code,trader_id,book,value_date
TXN0005663927,APP012,2025-08-16,reversed,67897.41,GBP,APAC,CP0357,SWAP,TDR0094,BOOK_D,2025-01-24
TXN0003967762,APP011,2025-11-13,active,156258.36,CHF,LATAM,CP0223,BOND,TDR0027,BOOK_B,2025-01-21
TXN0003227631,APP008,2025-10-02,settled,341707.13,GBP,AMER,CP0328,FX,TDR0007,BOOK_C,2025-05-22
TXN0006148880,APP018,2026-02-04,failed,458885.01,GBP,LATAM,CP0377,FX,TDR0193,BOOK_D,2025-02-22
TXN0004382907,APP019,2026-02-26,failed,649172.77,EUR,APAC,CP0137,EQUITY,TDR0110,BOOK_D,2025-11-08
TXN0009674094,APP020,2025-01-29,failed,18703.98,GBP,AMER,CP0266,FUTURE,TDR0127,BOOK_B,2026-02-01
TXN0001812416,APP017,2025-11-25,settled,983285.89,EUR,AMER,CP0026,OPTION,TDR0047,BOOK_A,2026-03-30
TXN0006573121,APP010,2025-07-29,failed,894942.73,EUR,APAC,CP0109,BOND,TDR0200,BOOK_C,2026-03-15
TXN0005515966,APP014,2025-06-06,failed,506774.1,CHF,APAC,CP0415,FX,TDR0137,BOOK_B,2025-01-01
TXN0001002153,APP015,2026-04-04,active,52685.51,GBP,APAC,CP0192,FX,TDR0015,BOOK_A,2025-04-03
TXN0002392265,APP020,2025-06-16,active,995500.06,USD,APAC,CP0460,BOND,TDR0035,BOOK_C,2026-03-30
TXN0004394021,APP017,2025-10-19,pending,533202.3,EUR,APAC,CP0469,EQUITY,TDR0006,BOOK_A,2025-08-03
TXN0003847153,APP013,2025-12-28,reversed,278165.82,USD,EMEA,CP0071,SWAP,TDR0055,BOOK_B,2025-05-10
TXN0004819141,APP008,2026-01-15,settled,48785.65,EUR,EMEA,CP0397,FX,TDR0119,BOOK_A,2025-01-06
TXN0008703496,APP003,2025-09-26,reversed,916145.03,AUD,LATAM,CP0011,BOND,TDR0094,BOOK_D,2026-01-04
TXN0002000991,APP018,2026-01-20,settled,76583.65,GBP,LATAM,CP0394,OPTION,TDR0131,BOOK_A,2025-12-05
TXN0005578271,APP017,2025-02-08,active,849180.76,GBP,APAC,CP0306,EQUITY,TDR0110,BOOK_B,2026-01-18
TXN0001517156,APP014,2025-12-07,pending,799638.64,AUD,APAC,CP0217,SWAP,TDR0184,BOOK_C,2026-01-01
TXN0006602783,APP009,2025-11-13,pending,910601.72,USD,AMER,CP0430,FX,TDR0199,BOOK_C,2025-10-21
TXN0008537305,APP016,2025-06-01,pending,438309.76,AUD,APAC,CP0475,OPTION,TDR0142,BOOK_A,2025-12-18
TXN0005568051,APP017,2025-12-19,failed,220460.54,GBP,LATAM,CP0416,OPTION,TDR0005,BOOK_A,2025-10-01
TXN0002777875,APP012,2025-06-03,failed,731588.72,GBP,EMEA,CP0143,SWAP,TDR0123,BOOK_C,2026-01-06
TXN0004437603,APP019,2025-06-01,active,507353.67,JPY,AMER,CP0274,SWAP,TDR0178,BOOK_B,2025-01-02
TXN0009261722,APP001,2025-07-08,settled,309709.69,AUD,LATAM,CP0372,FX,TDR0150,BOOK_B,2026-01-16
TXN0008296366,APP020,2025-08-12,pending,719508.5,USD,EMEA,CP0444,SWAP,TDR0153,BOOK_C,2026-01-13
TXN0005335013,APP013,2025-10-10,reversed,369257.29,GBP,APAC,CP0344,FUTURE,TDR0069,BOOK_D,2025-08-10
TXN0006843029,APP017,2025-04-12,failed,358787.91,USD,APAC,CP0429,SWAP,TDR0111,BOOK_C,2025-06-25
TXN0008338455,APP014,2026-02-09,active,931626.93,AUD,APAC,CP0121,FX,TDR0023,BOOK_C,2025-02-04
TXN0007551049,APP005,2025-12-25,active,781816.73,JPY,APAC,CP0232,EQUITY,TDR0178,BOOK_D,2026-04-09
TXN0008101978,APP016,2025-02-14,active,858022.71,CHF,AMER,CP0453,OPTION,TDR0121,BOOK_C,2025-05-19
TXN0000879006,APP019,2025-05-21,failed,398368.42,JPY,EMEA,CP0300,EQUITY,TDR0092,BOOK_D,2025-03-29
TXN0001734018,APP018,2025-02-13,active,878540.0,AUD,AMER,CP0360,EQUITY,TDR0089,BOOK_D,2025-09-01
TXN0004080068,APP007,2025-02-03,settled,702065.65,EUR,EMEA,CP0342,OPTION,TDR0122,BOOK_B,2025-01-14
TXN0007707755,APP009,2025-12-23,settled,905062.09,USD,EMEA,CP0109,OPTION,TDR0119,BOOK_A,2026-04-14
TXN0002096088,APP002,2025-04-19,failed,692498.31,EUR,APAC,CP0119,FUTURE,TDR0021,BOOK_B,2025-10-03
TXN0007313436,APP005,2025-12-06,pending,138729.57,EUR,EMEA,CP0139,BOND,TDR0002,BOOK_C,2025-10-09
TXN0003787467,APP020,2025-06-05,failed,512796.1,JPY,APAC,CP0327,FX,TDR0192,BOOK_B,2025-11-27
TXN0002528929,APP009,2025-04-28,reversed,938115.56,AUD,APAC,CP0009,BOND,TDR0151,BOOK_D,2025-02-24
TXN0004372057,APP008,2025-01-31,failed,926383.33,EUR,LATAM,CP0340,OPTION,TDR0177,BOOK_B,2025-04-26
TXN0006870518,APP019,2026-01-26,pending,604205.93,GBP,LATAM,CP0108,EQUITY,TDR0177,BOOK_D,2025-05-01
TXN0000551154,APP016,2025-04-19,reversed,623408.11,EUR,EMEA,CP0456,EQUITY,TDR0082,BOOK_A,2026-03-01
TXN0003444475,APP014,2026-03-23,settled,838464.01,EUR,AMER,CP0380,BOND,TDR0144,BOOK_C,2025-07-20
TXN0003737861,APP001,2026-01-07,reversed,639595.58,USD,APAC,CP0460,BOND,TDR0128,BOOK_A,2025-08-26
TXN0005546673,APP005,2025-12-13,pending,699135.37,USD,EMEA,CP0315,SWAP,TDR0083,BOOK_D,2025-01-20
TXN0007297166,APP002,2025-06-09,failed,117938.19,CHF,LATAM,CP0201,OPTION,TDR0185,BOOK_C,2026-01-12
TXN0007590151,APP002,2025-05-19,settled,351853.85,EUR,AMER,CP0472,BOND,TDR0177,BOOK_D,2025-07-08
TXN0000528833,APP003,2025-04-18,reversed,649505.38,USD,LATAM,CP0246,SWAP,TDR0087,BOOK_D,2025-10-14
TXN0000523842,APP003,2026-04-07,settled,685690.82,GBP,EMEA,CP0236,SWAP,TDR0123,BOOK_A,2025-09-28
TXN0005215250,APP020,2026-04-07,failed,210839.57,JPY,AMER,CP0237,EQUITY,TDR0115,BOOK_A,2025-01-22
TXN0001226402,APP019,2025-10-03,pending,618054.44,USD,LATAM,CP0054,SWAP,TDR0177,BOOK_D,2026-04-14
TXN0000367917,APP011,2025-05-17,active,506243.02,JPY,EMEA,CP0423,EQUITY,TDR0051,BOOK_A,2026-03-16
TXN0001738608,APP012,2025-12-27,reversed,507772.39,CHF,EMEA,CP0193,FX,TDR0017,BOOK_B,2025-05-12
TXN0008467672,APP003,2025-01-24,pending,22802.08,CHF,APAC,CP0009,OPTION,TDR0071,BOOK_A,2025-10-23
TXN0008496168,APP008,2025-01-14,failed,130098.57,CHF,EMEA,CP0283,FX,TDR0022,BOOK_C,2025-10-14
TXN0000680452,APP014,2025-02-15,pending,377059.91,JPY,APAC,CP0320,FX,TDR0131,BOOK_D,2026-02-18
TXN0007708899,APP010,2026-04-06,active,775506.63,AUD,LATAM,CP0045,OPTION,TDR0014,BOOK_D,2025-05-27
TXN0005335819,APP001,2025-11-08,failed,677746.47,AUD,APAC,CP0452,FUTURE,TDR0179,BOOK_C,2025-09-19
TXN0007282060,APP001,2025-05-21,pending,382967.93,USD,APAC,CP0121,SWAP,TDR0051,BOOK_B,2025-10-04
TXN0004129851,APP019,2026-01-24,reversed,601400.13,JPY,EMEA,CP0189,EQUITY,TDR0026,BOOK_B,2025-06-25
TXN0005303748,APP005,2026-03-29,active,735248.92,CHF,APAC,CP0060,OPTION,TDR0164,BOOK_C,2026-01-19
TXN0005248645,APP003,2026-04-04,settled,939526.22,EUR,LATAM,CP0301,SWAP,TDR0124,BOOK_C,2025-10-21
TXN0001648918,APP017,2025-01-22,settled,605382.98,AUD,AMER,CP0091,OPTION,TDR0018,BOOK_A,2025-08-13
TXN0004958373,APP009,2025-07-23,active,531646.65,GBP,EMEA,CP0120,BOND,TDR0011,BOOK_D,2025-08-03
TXN0007957255,APP004,2025-08-24,failed,612102.64,JPY,LATAM,CP0124,FUTURE,TDR0127,BOOK_A,2026-01-26
TXN0001043856,APP017,2025-07-21,failed,449188.87,EUR,EMEA,CP0092,EQUITY,TDR0072,BOOK_B,2026-02-15
TXN0009706828,APP002,2025-09-03,failed,529067.2,JPY,EMEA,CP0363,SWAP,TDR0097,BOOK_C,2026-04-11
TXN0006710144,APP003,2025-05-08,failed,435091.73,AUD,LATAM,CP0004,OPTION,TDR0177,BOOK_A,2026-02-07
TXN0007290255,APP005,2026-01-04,reversed,715008.13,JPY,EMEA,CP0125,BOND,TDR0009,BOOK_A,2025-04-30
TXN0002819336,APP018,2025-02-09,active,649333.24,EUR,EMEA,CP0173,FX,TDR0188,BOOK_C,2026-01-26
TXN0005624876,APP008,2025-06-16,pending,301367.61,GBP,EMEA,CP0399,EQUITY,TDR0192,BOOK_D,2025-06-22
TXN0008402851,APP004,2025-01-28,settled,610276.48,JPY,LATAM,CP0053,FUTURE,TDR0198,BOOK_D,2025-07-01
TXN0009528521,APP015,2025-06-28,settled,329454.46,GBP,AMER,CP0436,EQUITY,TDR0061,BOOK_D,2025-01-10
TXN0007561718,APP015,2025-12-29,failed,829430.94,CHF,APAC,CP0119,FX,TDR0143,BOOK_A,2025-04-29
TXN0000540971,APP011,2025-01-29,active,137073.96,AUD,EMEA,CP0098,FX,TDR0076,BOOK_B,2025-09-07
TXN0005461886,APP009,2026-04-07,failed,602105.92,JPY,APAC,CP0278,SWAP,TDR0061,BOOK_B,2025-02-26
TXN0002890273,APP002,2025-11-25,failed,488744.65,CHF,EMEA,CP0255,SWAP,TDR0085,BOOK_B,2025-01-09
TXN0003736153,APP018,2026-01-24,pending,237841.0,JPY,LATAM,CP0061,FX,TDR0048,BOOK_B,2025-08-03
TXN0001501893,APP020,2025-11-10,reversed,455114.05,EUR,APAC,CP0301,SWAP,TDR0199,BOOK_A,2026-01-03
TXN0003204849,APP007,2026-01-12,reversed,881258.89,CHF,APAC,CP0327,OPTION,TDR0140,BOOK_C,2025-07-02
TXN0004122569,APP015,2025-07-09,reversed,123463.66,USD,AMER,CP0287,SWAP,TDR0083,BOOK_D,2025-01-31
TXN0003438344,APP002,2025-02-19,reversed,222991.21,GBP,EMEA,CP0286,OPTION,TDR0181,BOOK_B,2025-06-11
TXN0009034093,APP010,2025-10-20,failed,78931.57,USD,AMER,CP0178,BOND,TDR0104,BOOK_A,2025-11-01
TXN0003386605,APP017,2026-02-12,failed,430361.6,AUD,APAC,CP0351,EQUITY,TDR0025,BOOK_D,2025-08-15
TXN0003266422,APP018,2025-02-09,pending,516579.53,GBP,LATAM,CP0098,FUTURE,TDR0044,BOOK_A,2025-03-10
TXN0000038893,APP014,2026-01-23,reversed,332919.43,CHF,EMEA,CP0439,FUTURE,TDR0168,BOOK_C,2025-12-22
TXN0008476494,APP013,2026-03-08,settled,921641.53,USD,EMEA,CP0405,EQUITY,TDR0048,BOOK_C,2025-02-25
TXN0004721908,APP017,2025-06-15,settled,867566.55,JPY,LATAM,CP0066,EQUITY,TDR0014,BOOK_B,2026-02-15
TXN0008099751,APP013,2025-07-08,reversed,616173.65,USD,AMER,CP0378,FX,TDR0121,BOOK_B,2025-08-06
TXN0001921457,APP010,2025-02-28,settled,881069.4,EUR,LATAM,CP0388,BOND,TDR0196,BOOK_C,2025-04-08
TXN0007685845,APP017,2025-10-27,settled,228970.41,CHF,APAC,CP0367,FUTURE,TDR0185,BOOK_C,2025-05-11
TXN0002734151,APP004,2025-12-28,active,235215.6,EUR,AMER,CP0247,EQUITY,TDR0195,BOOK_C,2026-03-08
TXN0000231368,APP017,2025-02-16,pending,243895.17,AUD,AMER,CP0472,SWAP,TDR0152,BOOK_C,2026-02-04
TXN0003918063,APP004,2025-11-04,reversed,953433.9,AUD,EMEA,CP0119,EQUITY,TDR0101,BOOK_B,2025-09-25
TXN0009515098,APP009,2026-01-20,settled,122461.71,JPY,LATAM,CP0198,BOND,TDR0190,BOOK_D,2025-11-15
TXN0009477618,APP005,2025-06-05,reversed,842128.95,EUR,LATAM,CP0039,SWAP,TDR0157,BOOK_D,2026-01-18
TXN0006487550,APP018,2025-06-03,reversed,198139.3,EUR,AMER,CP0396,FUTURE,TDR0096,BOOK_B,2025-08-10
TXN0009492992,APP014,2025-09-30,failed,567274.9,AUD,APAC,CP0233,SWAP,TDR0187,BOOK_B,2026-03-13
TXN0002716137,APP005,2026-03-21,active,12643.6,GBP,APAC,CP0189,FUTURE,TDR0140,BOOK_D,2025-07-05
TXN0007201562,APP007,2025-03-01,reversed,628418.66,EUR,APAC,CP0383,EQUITY,TDR0144,BOOK_C,2026-01-02
TXN0000032043,APP009,2025-03-25,settled,735839.2,GBP,EMEA,CP0138,SWAP,TDR0153,BOOK_C,2025-10-24
TXN0009807749,APP007,2025-10-10,settled,88720.73,USD,AMER,CP0481,OPTION,TDR0041,BOOK_C,2026-02-16
TXN0002826638,APP006,2026-01-21,reversed,927775.65,AUD,APAC,CP0330,FX,TDR0092,BOOK_B,2026-01-13
TXN0000622212,APP019,2025-01-30,settled,133824.7,CHF,AMER,CP0312,EQUITY,TDR0182,BOOK_D,2025-06-26
TXN0002261427,APP015,2025-04-18,failed,404050.19,CHF,AMER,CP0407,SWAP,TDR0141,BOOK_C,2025-11-22
TXN0008023168,APP019,2025-07-11,active,521799.04,EUR,AMER,CP0005,OPTION,TDR0139,BOOK_D,2025-09-24
TXN0005156807,APP017,2025-04-12,failed,696168.21,CHF,APAC,CP0358,FUTURE,TDR0195,BOOK_B,2025-07-04
TXN0006770059,APP008,2025-08-09,active,609374.1,JPY,APAC,CP0120,FUTURE,TDR0166,BOOK_D,2025-06-19
TXN0005836890,APP016,2025-03-15,failed,552039.74,CHF,APAC,CP0226,FUTURE,TDR0066,BOOK_C,2026-03-19
TXN0006923357,APP001,2026-01-19,settled,174117.45,JPY,APAC,CP0150,FX,TDR0091,BOOK_A,2025-08-15
TXN0009797285,APP018,2026-02-19,active,726327.0,EUR,AMER,CP0010,FUTURE,TDR0017,BOOK_D,2026-03-16
TXN0009335998,APP007,2025-01-05,settled,500129.78,GBP,EMEA,CP0195,FX,TDR0009,BOOK_A,2025-09-22
TXN0001454761,APP018,2025-09-13,settled,417927.02,GBP,AMER,CP0040,FX,TDR0144,BOOK_A,2025-08-28
TXN0006411130,APP013,2025-12-30,settled,291293.3,EUR,LATAM,CP0382,FUTURE,TDR0030,BOOK_D,2025-01-06
TXN0009703691,APP008,2026-02-26,failed,398418.38,CHF,EMEA,CP0208,EQUITY,TDR0008,BOOK_B,2025-06-26
TXN0001900185,APP019,2025-05-06,settled,933154.19,AUD,AMER,CP0124,FX,TDR0200,BOOK_A,2025-02-16
TXN0006771332,APP017,2026-04-07,reversed,582030.01,GBP,AMER,CP0362,OPTION,TDR0136,BOOK_D,2026-01-09
TXN0001749714,APP013,2025-04-02,active,604402.82,EUR,AMER,CP0411,OPTION,TDR0034,BOOK_C,2025-07-23
TXN0004068555,APP009,2025-05-30,settled,669384.09,EUR,LATAM,CP0377,FUTURE,TDR0070,BOOK_C,2026-01-14
TXN0001615355,APP005,2025-09-26,active,608205.87,GBP,LATAM,CP0120,FX,TDR0057,BOOK_C,2025-09-27
TXN0006061223,APP001,2025-05-08,settled,658212.7,GBP,EMEA,CP0082,EQUITY,TDR0160,BOOK_A,2026-01-22
TXN0006660592,APP016,2025-11-26,reversed,403874.98,EUR,APAC,CP0383,FUTURE,TDR0028,BOOK_A,2026-01-30
TXN0003975805,APP004,2025-06-17,failed,630903.38,GBP,APAC,CP0364,FUTURE,TDR0128,BOOK_A,2025-11-05
TXN0000517903,APP010,2025-07-24,active,354428.84,JPY,APAC,CP0057,SWAP,TDR0114,BOOK_B,2026-03-22
TXN0001591241,APP012,2025-01-28,pending,112129.82,GBP,AMER,CP0466,EQUITY,TDR0044,BOOK_C,2025-06-13
TXN0006044742,APP006,2025-02-27,reversed,417100.9,CHF,LATAM,CP0376,FX,TDR0094,BOOK_D,2026-02-18
TXN0007672947,APP006,2025-05-17,reversed,239756.04,CHF,LATAM,CP0294,OPTION,TDR0194,BOOK_D,2026-01-16
TXN0001279712,APP015,2025-01-27,pending,70502.29,USD,AMER,CP0450,EQUITY,TDR0088,BOOK_D,2025-08-02
TXN0008905523,APP003,2025-05-30,reversed,834636.32,AUD,EMEA,CP0229,FX,TDR0183,BOOK_C,2025-10-27
TXN0008707823,APP011,2026-03-20,failed,862556.99,EUR,LATAM,CP0311,FUTURE,TDR0078,BOOK_B,2025-05-20
TXN0001915502,APP007,2026-03-12,pending,770880.82,JPY,EMEA,CP0132,OPTION,TDR0198,BOOK_C,2025-09-17
TXN0009777869,APP008,2025-03-21,failed,120142.57,AUD,AMER,CP0048,OPTION,TDR0030,BOOK_D,2025-08-22
TXN0006040299,APP019,2025-11-03,active,636049.13,USD,LATAM,CP0273,FUTURE,TDR0094,BOOK_B,2026-01-15
TXN0005806784,APP019,2025-07-12,settled,128063.8,AUD,APAC,CP0484,EQUITY,TDR0010,BOOK_C,2025-02-10
TXN0005221613,APP013,2026-03-15,failed,97957.03,AUD,LATAM,CP0287,EQUITY,TDR0197,BOOK_B,2026-02-15
TXN0002025175,APP008,2025-02-10,reversed,86800.04,EUR,EMEA,CP0479,BOND,TDR0101,BOOK_D,2025-05-04
TXN0003263562,APP008,2025-04-15,pending,290157.29,GBP,AMER,CP0023,BOND,TDR0171,BOOK_A,2025-08-27
TXN0005045436,APP007,2025-11-21,settled,433774.56,EUR,EMEA,CP0082,EQUITY,TDR0028,BOOK_B,2025-01-17
TXN0003102084,APP006,2025-03-30,pending,815478.61,USD,EMEA,CP0445,OPTION,TDR0108,BOOK_B,2025-02-16
TXN0008267343,APP014,2025-01-07,active,593232.57,CHF,AMER,CP0305,SWAP,TDR0126,BOOK_B,2025-05-13
TXN0001307746,APP008,2025-01-23,settled,654841.23,AUD,AMER,CP0155,FUTURE,TDR0041,BOOK_D,2025-01-11
TXN0008456347,APP004,2025-04-07,pending,994279.89,AUD,LATAM,CP0425,SWAP,TDR0025,BOOK_B,2025-04-08
TXN0009718591,APP008,2026-02-16,pending,645455.42,AUD,LATAM,CP0280,FUTURE,TDR0176,BOOK_C,2026-01-14
TXN0003404043,APP016,2025-08-18,failed,308220.23,GBP,AMER,CP0041,EQUITY,TDR0048,BOOK_D,2025-11-09
TXN0003914726,APP020,2025-04-19,settled,394778.2,USD,LATAM,CP0078,EQUITY,TDR0020,BOOK_A,2025-09-21
TXN0002845106,APP018,2025-08-09,active,137527.74,JPY,EMEA,CP0359,FX,TDR0157,BOOK_A,2025-06-05
TXN0004838204,APP006,2026-03-19,settled,35663.96,USD,LATAM,CP0238,EQUITY,TDR0026,BOOK_A,2025-04-25
TXN0008326901,APP012,2025-03-31,failed,238363.11,AUD,APAC,CP0277,EQUITY,TDR0123,BOOK_B,2026-03-06
TXN0000448663,APP017,2025-02-03,pending,99378.5,GBP,APAC,CP0437,OPTION,TDR0192,BOOK_C,2025-09-23
TXN0002429229,APP017,2025-02-26,failed,271903.3,AUD,LATAM,CP0166,FUTURE,TDR0124,BOOK_B,2025-12-03
TXN0002530665,APP002,2025-10-31,pending,232422.5,USD,EMEA,CP0389,OPTION,TDR0126,BOOK_B,2025-08-04
TXN0000879666,APP003,2025-05-19,failed,90041.63,JPY,LATAM,CP0368,FX,TDR0145,BOOK_D,2026-02-06
TXN0003947983,APP001,2025-05-06,failed,409158.45,AUD,APAC,CP0365,SWAP,TDR0121,BOOK_C,2025-09-20
TXN0008860205,APP009,2025-03-25,active,939160.5,USD,AMER,CP0052,BOND,TDR0144,BOOK_D,2025-05-13
TXN0009276740,APP002,2026-01-11,settled,158781.38,GBP,APAC,CP0198,FX,TDR0002,BOOK_A,2025-09-21
TXN0007764009,APP003,2025-10-09,active,17957.11,CHF,LATAM,CP0277,FUTURE,TDR0165,BOOK_B,2025-08-29
TXN0007783069,APP002,2026-03-24,failed,323089.99,GBP,AMER,CP0476,EQUITY,TDR0089,BOOK_B,2025-07-19
TXN0000571442,APP015,2026-04-12,pending,307005.48,EUR,LATAM,CP0433,EQUITY,TDR0103,BOOK_B,2025-12-12
TXN0004080520,APP003,2025-08-02,pending,387771.93,USD,AMER,CP0190,SWAP,TDR0181,BOOK_D,2025-04-10
TXN0000992917,APP019,2025-12-13,failed,438902.7,CHF,LATAM,CP0058,FUTURE,TDR0081,BOOK_A,2026-04-07
TXN0000866874,APP010,2025-01-25,failed,876738.62,JPY,EMEA,CP0046,SWAP,TDR0119,BOOK_B,2026-03-27
TXN0004599975,APP009,2025-02-05,failed,179937.51,AUD,AMER,CP0456,FUTURE,TDR0115,BOOK_D,2026-03-05
TXN0008018445,APP008,2025-11-06,reversed,199087.64,GBP,AMER,CP0365,FUTURE,TDR0148,BOOK_A,2025-09-25
TXN0002872510,APP015,2025-09-10,failed,712938.18,JPY,EMEA,CP0346,OPTION,TDR0087,BOOK_B,2025-12-31
TXN0002495376,APP006,2025-08-27,reversed,489180.65,AUD,LATAM,CP0063,BOND,TDR0072,BOOK_A,2026-03-22
TXN0003351096,APP012,2025-08-07,pending,262649.94,JPY,LATAM,CP0312,OPTION,TDR0024,BOOK_B,2025-03-30
TXN0002180185,APP017,2025-09-10,pending,425549.18,CHF,AMER,CP0048,EQUITY,TDR0179,BOOK_B,2025-09-01
TXN0004716732,APP013,2025-09-07,reversed,114462.61,EUR,EMEA,CP0356,BOND,TDR0176,BOOK_C,2025-06-18
TXN0007885964,APP007,2025-10-26,settled,601323.5,GBP,APAC,CP0226,EQUITY,TDR0144,BOOK_A,2025-09-18
TXN0008325973,APP010,2025-01-20,pending,338713.81,JPY,AMER,CP0239,SWAP,TDR0037,BOOK_C,2025-01-16
TXN0003435596,APP020,2025-05-04,active,381926.52,CHF,LATAM,CP0433,SWAP,TDR0041,BOOK_C,2025-01-31
TXN0007856052,APP006,2025-10-06,failed,315873.93,AUD,AMER,CP0167,BOND,TDR0116,BOOK_B,2025-10-12
TXN0008232773,APP002,2025-03-23,active,838907.98,EUR,LATAM,CP0349,BOND,TDR0089,BOOK_B,2025-04-28
TXN0001773960,APP008,2025-10-01,active,995337.73,AUD,AMER,CP0186,SWAP,TDR0129,BOOK_C,2025-01-25
TXN0006302112,APP003,2026-02-03,pending,630247.51,CHF,LATAM,CP0297,FX,TDR0167,BOOK_D,2025-09-01
TXN0008579725,APP019,2026-02-03,failed,92276.53,EUR,AMER,CP0358,OPTION,TDR0058,BOOK_A,2026-01-18
TXN0007677979,APP006,2025-11-02,failed,296.74,CHF,EMEA,CP0331,FX,TDR0010,BOOK_A,2025-11-14
TXN0004825355,APP008,2025-02-12,active,265231.04,GBP,AMER,CP0390,SWAP,TDR0019,BOOK_D,2026-01-09
TXN0008045046,APP006,2025-02-17,active,833818.69,EUR,LATAM,CP0011,SWAP,TDR0103,BOOK_A,2026-02-18
TXN0005599498,APP008,2025-01-13,settled,233446.75,EUR,EMEA,CP0136,BOND,TDR0179,BOOK_B,2026-01-29
TXN0007945110,APP018,2025-05-04,settled,326586.12,CHF,LATAM,CP0068,BOND,TDR0082,BOOK_C,2025-01-17
TXN0005654737,APP020,2025-07-29,active,365359.92,USD,AMER,CP0284,FX,TDR0046,BOOK_B,2025-07-06
