transaction_id,application_id,business_date,status,amount,currency,region,counterparty_id,product_code,trader_id,book,value_date
TXN0005559284,APP017,2025-05-27,settled,489638.87,AUD,APAC,CP0088,OPTION,TDR0066,BOOK_D,2025-08-20
TXN0002864585,APP001,2025-12-19,failed,180016.73,GBP,APAC,CP0159,FUTURE,TDR0152,BOOK_D,2025-11-21
TXN0006421299,APP008,2025-11-29,active,600273.67,AUD,AMER,CP0357,EQUITY,TDR0045,BOOK_D,2025-03-12
TXN0009963630,APP016,2025-03-09,active,154766.91,CHF,AMER,CP0288,EQUITY,TDR0103,BOOK_C,2026-01-18
TXN0008558951,APP011,2025-09-27,settled,38291.55,USD,APAC,CP0421,EQUITY,TDR0091,BOOK_C,2025-10-28
TXN0007971550,APP008,2025-07-04,failed,319396.83,AUD,AMER,CP0392,BOND,TDR0142,BOOK_C,2026-02-28
TXN0002257264,APP016,2025-12-21,pending,337365.38,GBP,AMER,CP0330,FX,TDR0183,BOOK_B,2025-11-10
TXN0004912888,APP002,2025-09-04,reversed,867829.3,EUR,APAC,CP0048,OPTION,TDR0190,BOOK_C,2025-09-22
TXN0000985089,APP020,2025-10-07,pending,551653.61,JPY,EMEA,CP0240,FUTURE,TDR0059,BOOK_A,2025-04-22
TXN0006144321,APP012,2026-02-22,active,943022.35,CHF,AMER,CP0140,FX,TDR0003,BOOK_D,2025-09-08
TXN0007416825,APP009,2025-12-19,reversed,869476.26,AUD,APAC,CP0412,SWAP,TDR0079,BOOK_A,2026-01-03
TXN0009361360,APP020,2025-01-07,settled,931930.82,AUD,LATAM,CP0262,SWAP,TDR0108,BOOK_B,2026-01-23
TXN0008605194,APP014,2025-01-27,active,564222.96,USD,LATAM,CP0118,SWAP,TDR0193,BOOK_C,2025-04-29
TXN0009400630,APP001,2025-10-03,settled,743908.54,GBP,EMEA,CP0483,EQUITY,TDR0095,BOOK_C,2025-09-08
TXN0004734075,APP007,2025-08-25,active,61500.66,CHF,APAC,CP0034,SWAP,TDR0097,BOOK_C,2025-03-14
TXN0007803730,APP004,2025-02-28,pending,604405.17,AUD,AMER,CP0444,BOND,TDR0052,BOOK_A,2025-01-31
TXN0004716702,APP020,2025-04-06,failed,308853.86,JPY,EMEA,CP0474,FUTURE,TDR0060,BOOK_A,2025-08-24
TXN0002018662,APP016,2025-12-25,pending,820080.51,AUD,AMER,CP0254,EQUITY,TDR0192,BOOK_B,2026-03-08
TXN0006599227,APP016,2025-08-14,pending,239249.68,GBP,AMER,CP0294,BOND,TDR0056,BOOK_A,2025-05-24
TXN0008084452,APP014,2025-03-10,pending,781420.65,AUD,APAC,CP0026,SWAP,TDR0004,BOOK_C,2025-03-13
TXN0009666913,APP017,2025-01-30,reversed,118538.12,AUD,EMEA,CP0361,BOND,TDR0019,BOOK_B,2026-02-14
TXN0001277864,APP007,2025-02-05,active,148137.03,CHF,APAC,CP0162,BOND,TDR0054,BOOK_D,2025-09-12
TXN0009973514,APP007,2025-06-23,active,285450.45,JPY,APAC,CP0053,SWAP,TDR0168,BOOK_D,2025-02-01
TXN0006822321,APP008,2025-08-26,failed,375777.43,EUR,EMEA,CP0094,SWAP,TDR0015,BOOK_C,2025-10-18
TXN0005367800,APP003,2025-03-27,pending,9679.85,EUR,LATAM,CP0280,BOND,TDR0119,BOOK_B,2025-10-16
TXN0001186397,APP019,2026-03-13,active,458824.27,AUD,EMEA,CP0238,EQUITY,TDR0181,BOOK_B,2025-08-18
TXN0007206080,APP015,2025-12-28,settled,361829.46,GBP,AMER,CP0159,FX,TDR0128,BOOK_B,2025-05-06
TXN0001462129,APP017,2026-03-10,active,583213.67,AUD,LATAM,CP0364,FUTURE,TDR0032,BOOK_B,2025-04-16
TXN0005941022,APP004,2025-08-04,pending,149791.01,GBP,AMER,CP0003,BOND,TDR0166,BOOK_A,2026-02-03
TXN0004116538,APP001,2025-12-21,pending,313360.78,CHF,APAC,CP0413,FX,TDR0028,BOOK_A,2025-08-29
TXN0003534926,APP009,2026-02-14,reversed,319946.6,JPY,LATAM,CP0114,SWAP,TDR0183,BOOK_B,2025-10-14
TXN0001856487,APP020,2025-09-21,settled,877122.53,AUD,APAC,CP0362,EQUITY,TDR0174,BOOK_B,2025-07-12
TXN0005551294,APP002,2026-01-25,pending,169694.06,CHF,APAC,CP0381,BOND,TDR0105,BOOK_C,2026-03-07
TXN0005728201,APP001,2025-08-31,failed,286610.56,EUR,EMEA,CP0219,OPTION,TDR0154,BOOK_D,2025-03-16
TXN0006050836,APP008,2025-11-24,settled,727722.75,EUR,EMEA,CP0247,FUTURE,TDR0022,BOOK_A,2025-04-02
TXN0009855453,APP019,2025-11-20,active,961861.74,GBP,APAC,CP0253,EQUITY,TDR0019,BOOK_D,2026-03-24
TXN0005890822,APP012,2026-01-15,active,835577.84,GBP,APAC,CP0171,BOND,TDR0036,BOOK_C,2025-02-25
TXN0007541955,APP007,2026-03-31,settled,959065.99,AUD,EMEA,CP0465,BOND,TDR0015,BOOK_B,2025-09-13
TXN0005515372,APP019,2025-02-12,failed,102365.92,EUR,APAC,CP0199,FX,TDR0171,BOOK_B,2025-11-08
TXN0008804582,APP015,2025-04-01,active,306602.51,USD,APAC,CP0239,FUTURE,TDR0037,BOOK_B,2025-02-06
TXN0004953745,APP006,2026-04-01,pending,391198.88,EUR,APAC,CP0406,FUTURE,TDR0147,BOOK_D,2025-06-26
TXN0003758406,APP004,2026-03-20,settled,10843.18,USD,LATAM,CP0447,FX,TDR0186,BOOK_D,2026-02-09
TXN0004577907,APP018,2025-02-22,active,263059.59,EUR,APAC,CP0141,FX,TDR0063,BOOK_A,2025-04-22
TXN0004876881,APP012,2025-09-27,pending,339597.49,JPY,EMEA,CP0241,FUTURE,TDR0039,BOOK_D,2026-03-27
TXN0000013980,APP014,2025-11-01,settled,231114.37,JPY,APAC,CP0499,BOND,TDR0106,BOOK_D,2025-10-16
TXN0004712556,APP006,2025-07-22,settled,584551.48,JPY,LATAM,CP0471,SWAP,TDR0132,BOOK_D,2026-02-17
TXN0002638854,APP002,2025-10-17,failed,978243.49,CHF,AMER,CP0496,SWAP,TDR0043,BOOK_B,2025-05-30
TXN0005188689,APP004,2025-10-17,settled,406257.55,USD,LATAM,CP0260,FX,TDR0195,BOOK_D,2025-04-14
TXN0000489894,APP008,2025-05-13,active,697074.86,JPY,LATAM,CP0090,SWAP,TDR0083,BOOK_D,2025-09-03
TXN0009301859,APP014,2025-01-13,reversed,827995.93,CHF,APAC,CP0279,SWAP,TDR0124,BOOK_C,2025-12-26
TXN0003531592,APP004,2026-02-12,failed,746761.96,JPY,AMER,CP0173,EQUITY,TDR0021,BOOK_A,2025-01-17
TXN0007705827,APP008,2025-09-10,reversed,702660.85,JPY,APAC,CP0399,BOND,TDR0072,BOOK_D,2025-02-26
TXN0006213699,APP020,2025-01-01,failed,946068.2,USD,EMEA,CP0060,SWAP,TDR0149,BOOK_D,2025-04-02
TXN0005845581,APP007,2025-04-15,failed,747840.61,GBP,EMEA,CP0168,SWAP,TDR0057,BOOK_A,2025-09-10
TXN0003594510,APP004,2026-02-28,reversed,994665.11,AUD,LATAM,CP0389,OPTION,TDR0050,BOOK_A,2025-12-24
TXN0008561160,APP017,2025-03-13,reversed,774087.38,EUR,APAC,CP0397,OPTION,TDR0010,BOOK_A,2025-07-16
TXN0007781582,APP005,2025-07-20,failed,790033.64,CHF,EMEA,CP0397,FUTURE,TDR0047,BOOK_C,2025-08-17
TXN0007502400,APP014,2025-07-03,failed,539141.09,USD,AMER,CP0225,BOND,TDR0031,BOOK_C,2025-09-01
TXN0002739989,APP007,2025-04-08,settled,403166.57,JPY,LATAM,CP0309,FUTURE,TDR0106,BOOK_A,2025-10-23
TXN0008356759,APP013,2026-04-09,pending,821852.69,AUD,APAC,CP0321,SWAP,TDR0063,BOOK_D,2025-08-12
TXN0004208124,APP004,2025-12-31,failed,621251.43,JPY,LATAM,CP0430,OPTION,TDR0197,BOOK_D,2025-02-28
TXN0002871542,APP010,2025-01-29,failed,618174.11,AUD,LATAM,CP0189,SWAP,TDR0045,BOOK_D,2025-03-13
TXN0005421405,APP008,2025-06-13,pending,32168.46,AUD,AMER,CP0390,FUTURE,TDR0188,BOOK_B,2025-01-03
TXN0000136214,APP018,2026-01-06,settled,150493.78,GBP,AMER,CP0353,SWAP,TDR0153,BOOK_D,2025-10-02
TXN0004632806,APP010,2025-12-04,active,220511.2,JPY,LATAM,CP0148,EQUITY,TDR0175,BOOK_C,2025-04-18
TXN0008833756,APP010,2025-12-26,pending,735597.1,EUR,EMEA,CP0343,BOND,TDR0170,BOOK_D,2025-02-25
TXN0006827761,APP005,2025-04-24,failed,294113.3,GBP,AMER,CP0102,FX,TDR0081,BOOK_B,2025-08-18
TXN0001820751,APP006,2025-08-23,settled,374648.02,GBP,AMER,CP0027,OPTION,TDR0131,BOOK_A,2026-03-23
TXN0004042580,APP011,2026-03-23,settled,748004.55,USD,APAC,CP0344,FX,TDR0050,BOOK_A,2025-03-14
TXN0000281541,APP011,2025-07-02,failed,695724.6,EUR,AMER,CP0100,OPTION,TDR0145,BOOK_B,2025-03-28
TXN0000414607,APP008,2026-04-08,settled,791932.34,EUR,EMEA,CP0116,FUTURE,TDR0068,BOOK_D,2025-06-19
TXN0005401091,APP010,2026-03-15,failed,561926.45,EUR,APAC,CP0179,OPTION,TDR0034,BOOK_B,2025-11-21
TXN0003531613,APP007,2025-03-15,failed,892268.27,GBP,EMEA,CP0316,FUTURE,TDR0020,BOOK_A,2025-11-29
TXN0004956332,APP006,2025-04-02,pending,426255.64,USD,EMEA,CP0183,OPTION,TDR0015,BOOK_B,2025-05-05
TXN0007016842,APP017,2026-04-01,reversed,287679.6,CHF,EMEA,CP0090,SWAP,TDR0012,BOOK_A,2025-04-24
TXN0001849498,APP011,2025-04-18,reversed,316834.08,USD,EMEA,CP0224,OPTION,TDR0078,BOOK_A,2025-03-03
TXN0001964493,APP006,2025-06-05,pending,8638.06,CHF,AMER,CP0430,BOND,TDR0101,BOOK_B,2026-01-22
TXN0006399362,APP014,2026-01-08,failed,971419.76,GBP,APAC,CP0113,SWAP,TDR0106,BOOK_D,2025-10-19
TXN0001938626,APP011,2025-01-02,settled,950259.78,CHF,AMER,CP0290,BOND,TDR0188,BOOK_A,2025-10-09
TXN0003288885,APP004,2025-12-16,reversed,923022.2,USD,LATAM,CP0235,SWAP,TDR0019,BOOK_A,2026-03-19
TXN0005081156,APP004,2026-01-13,reversed,527480.92,EUR,LATAM,CP0198,OPTION,TDR0181,BOOK_A,2025-06-30
TXN0001778702,APP009,2025-05-26,failed,471759.33,USD,LATAM,CP0074,SWAP,TDR0120,BOOK_C,2025-09-19
TXN0006211591,APP016,2025-05-15,active,716282.3,GBP,AMER,CP0366,BOND,TDR0030,BOOK_D,2026-02-25
TXN0003993497,APP012,2025-06-27,settled,688479.19,USD,APAC,CP0329,OPTION,TDR0041,BOOK_C,2026-03-24
TXN0005019227,APP011,2025-02-05,reversed,1683.38,JPY,AMER,CP0471,BOND,TDR0082,BOOK_D,2026-01-03
TXN0006212044,APP013,2025-02-21,active,315952.85,GBP,AMER,CP0041,SWAP,TDR0142,BOOK_B,2026-03-13
TXN0004885559,APP005,2026-01-23,reversed,886140.69,GBP,EMEA,CP0204,BOND,TDR0044,BOOK_D,2025-01-12
TXN0009808920,APP008,2025-02-05,settled,716206.58,JPY,EMEA,CP0198,OPTION,TDR0072,BOOK_B,2026-02-20
TXN0001818884,APP010,2026-03-05,failed,294256.31,USD,AMER,CP0099,OPTION,TDR0098,BOOK_D,2025-07-18
TXN0008719479,APP019,2025-01-19,active,714207.7,CHF,LATAM,CP0283,OPTION,TDR0139,BOOK_D,2025-03-31
TXN0002488543,APP011,2025-01-27,active,344494.48,CHF,APAC,CP0052,BOND,TDR0137,BOOK_B,2025-01-19
TXN0000433650,APP005,2025-05-11,failed,351304.75,USD,AMER,CP0330,BOND,TDR0034,BOOK_B,2025-09-12
TXN0001676175,APP010,2025-03-03,active,483410.98,JPY,APAC,CP0123,BOND,TDR0045,BOOK_B,2026-02-17
TXN0009984833,APP019,2025-12-31,reversed,381781.26,CHF,EMEA,CP0415,BOND,TDR0176,BOOK_B,2025-02-16
TXN0002792011,APP015,2026-03-14,settled,222705.17,JPY,EMEA,CP0099,EQUITY,TDR0131,BOOK_A,2026-01-25
TXN0007574746,APP009,2026-03-30,reversed,547725.59,CHF,AMER,CP0279,BOND,TDR0148,BOOK_C,2026-01-03
TXN0001644991,APP017,2026-01-07,failed,316539.86,EUR,AMER,CP0199,FUTURE,TDR0067,BOOK_B,2025-10-07
TXN0000261426,APP013,2025-01-29,reversed,486711.84,AUD,LATAM,CP0481,BOND,TDR0053,BOOK_D,2025-08-03
TXN0008255225,APP009,2026-03-23,failed,763925.48,EUR,AMER,CP0080,OPTION,TDR0119,BOOK_A,2025-04-23
TXN0007074135,APP006,2025-08-22,pending,766816.11,AUD,EMEA,CP0378,SWAP,TDR0141,BOOK_B,2026-01-20
TXN0002740390,APP011,2025-01-04,active,290323.07,GBP,EMEA,CP0331,BOND,TDR0160,BOOK_A,2025-12-16
TXN0008758767,APP015,2025-12-04,reversed,949401.16,CHF,EMEA,CP0260,OPTION,TDR0038,BOOK_B,2025-05-11
TXN0003813280,APP020,2026-03-05,pending,531574.45,EUR,EMEA,CP0057,EQUITY,TDR0039,BOOK_C,2025-12-21
TXN0007020714,APP015,2026-04-08,active,108988.79,CHF,EMEA,CP0312,SWAP,TDR0044,BOOK_B,2025-02-09
TXN0003684293,APP012,2025-07-23,pending,796850.15,EUR,EMEA,CP0259,FX,TDR0177,BOOK_A,2025-12-26
TXN0007157616,APP007,2025-10-21,pending,558245.23,CHF,AMER,CP0410,FX,TDR0047,BOOK_C,2025-08-28
TXN0008071978,APP007,2025-11-02,failed,588968.2,CHF,AMER,CP0289,FUTURE,TDR0057,BOOK_A,2025-02-17
TXN0008296991,APP018,2025-04-11,pending,292010.16,GBP,EMEA,CP0308,BOND,TDR0140,BOOK_A,2026-02-26
TXN0006705612,APP009,2025-08-16,pending,388834.22,AUD,APAC,CP0487,FUTURE,TDR0057,BOOK_D,2026-02-26
TXN0002379776,APP017,2025-12-20,pending,365037.65,USD,AMER,CP0295,OPTION,TDR0198,BOOK_D,2025-09-22
TXN0003019739,APP010,2025-01-13,settled,626017.79,CHF,AMER,CP0434,BOND,TDR0053,BOOK_A,2025-06-09
TXN0006831093,APP002,2025-02-18,failed,340293.51,CHF,LATAM,CP0028,EQUITY,TDR0064,BOOK_D,2025-07-20
TXN0007708455,APP014,2025-06-12,pending,654222.01,JPY,EMEA,CP0376,FX,TDR0027,BOOK_C,2025-07-31
TXN0009526157,APP003,2025-08-04,reversed,73848.64,AUD,AMER,CP0129,OPTION,TDR0064,BOOK_C,2025-05-12
TXN0005653868,APP016,2025-04-11,settled,769896.1,AUD,APAC,CP0223,SWAP,TDR0165,BOOK_B,2025-12-19
TXN0006890760,APP010,2025-07-10,settled,197162.19,USD,EMEA,CP0218,OPTION,TDR0132,BOOK_B,2025-08-27
TXN0008331570,APP002,2025-03-28,failed,247244.36,CHF,EMEA,CP0324,BOND,TDR0069,BOOK_B,2025-10-23
TXN0002317857,APP004,2026-04-05,failed,356886.5,JPY,AMER,CP0325,BOND,TDR0083,BOOK_D,2025-04-28
TXN0004333714,APP014,2025-04-05,reversed,838662.38,EUR,APAC,CP0496,BOND,TDR0122,BOOK_D,2025-04-07
TXN0000078136,APP006,2025-02-17,pending,641894.52,AUD,EMEA,CP0185,FX,TDR0025,BOOK_D,2025-11-22
TXN0009735005,APP014,2025-07-29,settled,438287.1,AUD,APAC,CP0240,SWAP,TDR0133,BOOK_D,2025-06-30
TXN0005230763,APP005,2026-03-31,pending,743315.79,USD,LATAM,CP0373,FX,TDR0093,BOOK_B,2025-03-20
TXN0008188809,APP004,2026-01-13,settled,317276.59,JPY,AMER,CP0324,BOND,TDR0070,BOOK_D,2025-02-21
TXN0008537090,APP013,2025-07-31,failed,747823.22,JPY,LATAM,CP0078,OPTION,TDR0152,BOOK_B,2025-08-18
TXN0002431332,APP009,2026-02-04,settled,865801.25,USD,APAC,CP0159,OPTION,TDR0014,BOOK_C,2026-02-04
TXN0003713210,APP003,2025-12-07,active,233585.23,CHF,LATAM,CP0077,FX,TDR0153,BOOK_D,2025-07-31
TXN0008113959,APP006,2025-07-20,reversed,349974.41,GBP,AMER,CP0391,FX,TDR0116,BOOK_B,2025-04-15
TXN0008533432,APP012,2025-06-29,active,422259.54,CHF,APAC,CP0182,FX,TDR0071,BOOK_A,2026-04-09
TXN0001381569,APP011,2026-04-01,active,637532.88,EUR,AMER,CP0152,OPTION,TDR0121,BOOK_A,2026-03-27
TXN0008242451,APP010,2025-09-03,pending,30603.64,USD,LATAM,CP0497,EQUITY,TDR0056,BOOK_C,2025-11-28
TXN0001184307,APP020,2025-06-04,active,211144.81,CHF,APAC,CP0411,FUTURE,TDR0144,BOOK_D,2025-07-01
TXN0002138736,APP007,2026-03-24,failed,126893.58,AUD,APAC,CP0361,FX,TDR0161,BOOK_D,2025-12-09
TXN0003460953,APP003,2026-01-31,failed,804435.69,JPY,EMEA,CP0479,FX,TDR0189,BOOK_C,2025-10-25
TXN0005351173,APP017,2025-09-14,reversed,422920.03,EUR,LATAM,CP0427,BOND,TDR0130,BOOK_C,2025-01-23
TXN0000365878,APP004,2025-05-01,failed,10600.42,USD,LATAM,CP0220,SWAP,TDR0122,BOOK_D,2026-01-08
TXN0000425960,APP003,2025-08-01,active,256395.39,CHF,AMER,CP0436,EQUITY,TDR0145,BOOK_D,2026-01-30
TXN0009849924,APP008,2025-04-02,pending,384194.64,CHF,APAC,CP0057,FX,TDR0049,BOOK_D,2025-07-29
TXN0006562454,APP005,2025-09-10,reversed,899219.0,JPY,LATAM,CP0129,FUTURE,TDR0124,BOOK_A,2026-03-01
TXN0007095400,APP003,2025-10-05,settled,102331.68,CHF,AMER,CP0024,EQUITY,TDR0094,BOOK_C,2025-10-06
